external_id,name,email,phone,plan,monthly_revenue,contract_length_months,signup_date,contract_end_date,last_activity_date,logins_last_30d,feature_usage_score,support_tickets_open,support_tickets_total,nps_score,billing_issues_count,country,industry,company_size,is_churned,churned_at
EXT-1022,Anderson-Marshall,stephanie79@mcclain.info,(677)943-4873,starter,174.06,,2023-09-12,,2026-06-03,42,67.0,2,10,-7,0,DE,FinTech,small,false,
EXT-1023,Reeves and Sons,matthew81@hernandez.com,001-831-266-5876x036,growth,407.81,24,2023-08-01,2025-08-01,2026-05-04,14,78.1,3,4,96,0,GB,HRTech,mid,false,
EXT-1024,"James, Smith and Bell",acastaneda@adkins.com,234.867.0656x2729,free,0.00,,2023-11-15,,2026-05-23,17,41.3,3,7,-6,0,CA,InsurTech,small,false,
EXT-1025,"Elliott, Johnson and Day",michellewhite@gray-lewis.com,264-564-1708x05310,growth,706.76,,2022-10-31,,2026-05-02,24,92.9,0,12,6,0,GB,MarTech,large,false,
EXT-1026,Combs PLC,johnwells@elliott.info,001-645-829-9124x190,enterprise,2922.32,,2022-11-13,,2026-06-07,11,98.3,1,12,-17,0,FR,HRTech,large,false,
EXT-1027,David-Gonzalez,curtisbarton@burke.com,(786)951-8506x716,enterprise,4337.62,24,2023-07-01,2025-07-01,2026-04-19,25,91.1,1,7,97,1,FR,EdTech,small,false,
EXT-1028,"Hernandez, Thompson and Boyd",christina87@graham-simon.com,431-947-3799x65075,starter,148.00,,2024-03-27,,2026-06-07,5,97.7,2,4,31,1,US,FinTech,mid,false,
EXT-1029,Kelly LLC,joshua94@smith.biz,783.977.7014x3634,starter,193.38,,2023-06-28,,2025-12-14,0,23.2,3,5,45,0,IN,PropTech,small,true,2026-01-02
EXT-1030,,michael74@king-martinez.com,618-523-3749x89413,starter,155.32,,2022-01-04,,2026-06-03,35,78.1,1,11,-12,1,BR,MarTech,large,false,
EXT-1031,White-Smith,joshuamccann@carter.info,209-647-7752,growth,802.83,24,2023-09-08,2025-09-08,2026-05-09,21,58.2,1,4,65,1,CA,PropTech,large,false,
EXT-1032,Wilson-Jones,ojones@brown.com,831-986-9993,starter,131.19,,2022-01-01,,2026-04-26,28,85.0,2,9,36,0,NL,LegalTech,large,false,
EXT-1033,Evans-Chapman,ntorres@lynch.com,001-933-641-2328x120,starter,61.72,,2024-11-21,,2026-05-22,22,36.5,1,12,8,0,CA,SaaS,small,false,
EXT-1034,Hall Ltd,jacqueline71@hall.org,+1-636-918-3242x1024,starter,120.27,,2022-05-30,,2026-06-08,41,70.3,3,11,11,0,US,FinTech,mid,false,
EXT-1035,Harrison LLC,gbender@snyder.biz,001-459-940-1399x049,starter,169.62,,2024-11-26,,2026-05-18,16,94.2,1,1,39,1,SG,PropTech,large,false,
EXT-1036,"Pearson, Moon and White",fwalters@harrison.com,712-356-7468x07154,enterprise,2993.59,,2025-01-27,,2026-05-30,56,63.2,1,4,15,1,AU,EdTech,mid,false,
EXT-1037,Hancock-Bryan,sandovalamy@brown-stone.org,001-577-403-4824x771,free,0.00,,2023-08-09,,2026-05-04,21,92.5,0,1,29,0,AU,FinTech,mid,false,
EXT-1038,Pierce-Tran,walkermaureen@murray.com,448.346.7737x8263,starter,130.39,,2024-05-01,,2025-07-17,0,27.6,0,9,77,4,IN,LegalTech,small,true,2025-08-04
EXT-1039,Barton-Dickerson,sarah84@campbell.org,001-872-978-7558,enterprise,2545.14,12,2024-03-09,2025-03-09,2026-05-17,48,81.4,1,12,14,1,SG,SaaS,mid,false,
EXT-1040,Kane-Pollard,ashleyhall@williams-garner.biz,(227)402-8951x7187,starter,150.87,,2024-04-08,,2026-06-05,30,94.4,0,9,55,0,GB,HRTech,small,false,
EXT-1041,Pitts-Booker,harrisontanya@hanson-sanders.com,386-357-8091x34316,enterprise,2136.05,,2023-06-17,,2026-05-12,21,53.6,2,6,86,1,DE,FinTech,mid,false,
EXT-1042,Jackson-Evans,williamslaura@howard-jordan.com,569.922.2196x93792,free,0.00,,2025-01-09,,2026-05-22,0,10.6,0,1,11,1,US,PropTech,small,true,2026-06-10
EXT-1043,"King, Scott and Smith",rsantana@moore.org,664-674-3671x3695,starter,120.03,,2022-08-23,,2026-04-26,30,79.0,2,12,57,0,CA,EdTech,small,false,
EXT-1044,Spence Ltd,khill@osborne.info,239-753-3942x1047,growth,949.22,12,2025-03-25,2026-03-25,2026-05-08,46,43.9,1,9,78,1,BR,FinTech,large,false,
EXT-1045,"Anderson, Browning and Murphy",ithompson@walter.com,(547)845-1712,growth,542.04,,2024-05-27,,2026-05-15,42,53.9,3,6,26,1,CA,HRTech,small,false,
EXT-1046,"Diaz, Gibbs and Smith",gibsonemily@baker.com,337-909-8593,growth,974.83,24,2023-07-08,2025-07-08,2026-06-01,31,62.5,2,11,11,0,DE,LegalTech,small,false,
EXT-1047,"Turner, Ortiz and Taylor",torrestravis@young.com,(275)786-9261x7964,growth,697.89,12,2024-02-16,2025-02-16,2026-06-06,21,42.7,2,3,23,1,BR,EdTech,large,false,
EXT-1048,Ramos and Sons,cory58@howard.com,513.590.0532x931,free,0.00,,2023-01-27,,2025-05-23,0,18.9,3,3,42,3,US,FinTech,mid,true,2025-06-07
EXT-1049,Murphy and Sons,ramireztracey@fernandez.com,+1-302-305-3950x2402,starter,152.77,,2023-09-20,,2026-05-06,31,68.7,3,5,50,1,FR,LegalTech,mid,false,
